Federal Information Processing Standards (FIPS) Code,State,Area name,Population 2010
54031,WV,Hardy County,"14,025"
54033,WV,Harrison County,"69,099"
54035,WV,Jackson County,"29,211"
54037,WV,Jefferson County,"53,498"
54039,WV,Kanawha County,"193,063"
54041,WV,Lewis County,"16,372"
54043,WV,Lincoln County,"21,720"
54045,WV,Logan County,"36,743"
54047,WV,McDowell County,"22,113"
54049,WV,Marion County,"56,418"
54051,WV,Marshall County,"33,107"
54053,WV,Mason County,"27,324"
54055,WV,Mercer County,"62,264"
54057,WV,Mineral County,"28,212"
54059,WV,Mingo County,"26,839"
54061,WV,Monongalia County,"96,189"
54063,WV,Monroe County,"13,502"
54065,WV,Morgan County,"17,541"
54067,WV,Nicholas County,"26,233"
54069,WV,Ohio County,"44,443"
54071,WV,Pendleton County,"7,695"
54073,WV,Pleasants County,"7,605"
54075,WV,Pocahontas County,"8,719"
54077,WV,Preston County,"33,520"
54079,WV,Putnam County,"55,486"
54081,WV,Raleigh County,"78,859"
54083,WV,Randolph County,"29,405"
54085,WV,Ritchie County,"10,449"
54087,WV,Roane County,"14,926"
54089,WV,Summers County,"13,927"
54091,WV,Taylor County,"16,895"
54093,WV,Tucker County,"7,141"
54095,WV,Tyler County,"9,208"
54097,WV,Upshur County,"24,254"
54099,WV,Wayne County,"42,481"
54101,WV,Webster County,"9,154"
54103,WV,Wetzel County,"16,583"
54105,WV,Wirt County,"5,717"
54107,WV,Wood County,"86,956"
54109,WV,Wyoming County,"23,796"
55000,WI,Wisconsin,"5,686,986"
55001,WI,Adams County,"20,875"
55003,WI,Ashland County,"16,157"
55005,WI,Barron County,"45,870"
55007,WI,Bayfield County,"15,014"
55009,WI,Brown County,"248,007"
55011,WI,Buffalo County,"13,587"
55013,WI,Burnett County,"15,457"
55015,WI,Calumet County,"48,971"
55017,WI,Chippewa County,"62,415"
55019,WI,Clark County,"34,690"
55021,WI,Columbia County,"56,833"
55023,WI,Crawford County,"16,644"
55025,WI,Dane County,"488,073"
55027,WI,Dodge County,"88,759"
55029,WI,Door County,"27,785"
55031,WI,Douglas County,"44,159"
55033,WI,Dunn County,"43,857"
55035,WI,Eau Claire County,"98,736"
55037,WI,Florence County,"4,423"
55039,WI,Fond du Lac County,"101,633"
55041,WI,Forest County,"9,304"
55043,WI,Grant County,"51,208"
55045,WI,Green County,"36,842"
55047,WI,Green Lake County,"19,051"
55049,WI,Iowa County,"23,687"
55051,WI,Iron County,"5,916"
55053,WI,Jackson County,"20,449"
55055,WI,Jefferson County,"83,686"
55057,WI,Juneau County,"26,664"
55059,WI,Kenosha County,"166,426"
55061,WI,Kewaunee County,"20,574"
55063,WI,La Crosse County,"114,638"
55065,WI,Lafayette County,"16,836"
55067,WI,Langlade County,"19,977"
55069,WI,Lincoln County,"28,743"
55071,WI,Manitowoc County,"81,442"
55073,WI,Marathon County,"134,063"
55075,WI,Marinette County,"41,749"
55077,WI,Marquette County,"15,404"
55078,WI,Menominee County,"4,232"
55079,WI,Milwaukee County,"947,735"
55081,WI,Monroe County,"44,673"
55083,WI,Oconto County,"37,660"
55085,WI,Oneida County,"35,998"
55087,WI,Outagamie County,"176,695"
55089,WI,Ozaukee County,"86,395"
55091,WI,Pepin County,"7,469"
55093,WI,Pierce County,"41,019"
55095,WI,Polk County,"44,205"
55097,WI,Portage County,"70,019"
55099,WI,Price County,"14,159"
55101,WI,Racine County,"195,408"
55103,WI,Richland County,"18,021"
55105,WI,Rock County,"160,331"
55107,WI,Rusk County,"14,755"
55109,WI,St. Croix County,"84,345"
55111,WI,Sauk County,"61,976"
55113,WI,Sawyer County,"16,557"
55115,WI,Shawano County,"41,949"
55117,WI,Sheboygan County,"115,507"
55119,WI,Taylor County,"20,689"
55121,WI,Trempealeau County,"28,816"
55123,WI,Vernon County,"29,773"
55125,WI,Vilas County,"21,430"
55127,WI,Walworth County,"102,228"
55129,WI,Washburn County,"15,911"
55131,WI,Washington County,"131,887"
55133,WI,Waukesha County,"389,891"
55135,WI,Waupaca County,"52,410"
55137,WI,Waushara County,"24,496"
55139,WI,Winnebago County,"166,994"
55141,WI,Wood County,"74,749"
56000,WY,Wyoming,"563,626"
56001,WY,Albany County,"36,299"
56003,WY,Big Horn County,"11,668"
56005,WY,Campbell County,"46,133"
56007,WY,Carbon County,"15,885"
56009,WY,Converse County,"13,833"
56011,WY,Crook County,"7,083"
56013,WY,Fremont County,"40,123"
56015,WY,Goshen County,"13,249"
56017,WY,Hot Springs County,"4,812"
56019,WY,Johnson County,"8,569"
56021,WY,Laramie County,"91,738"
56023,WY,Lincoln County,"18,106"
56025,WY,Natrona County,"75,450"
56027,WY,Niobrara County,"2,484"
56029,WY,Park County,"28,205"
56031,WY,Platte County,"8,667"
56033,WY,Sheridan County,"29,116"
56035,WY,Sublette County,"10,247"
56037,WY,Sweetwater County,"43,806"
56039,WY,Teton County,"21,294"
56041,WY,Uinta County,"21,118"
56043,WY,Washakie County,"8,533"
56045,WY,Weston County,"7,208"
72000,PR,Puerto Rico,"3,725,789"
72001,PR,Adjuntas Municipio,"19,483"
72003,PR,Aguada Municipio,"41,959"
72005,PR,Aguadilla Municipio,"60,949"
72007,PR,Aguas Buenas Municipio,"28,659"
72009,PR,Aibonito Municipio,"25,900"
72011,PR,A?asco Municipio,"29,261"
72013,PR,Arecibo Municipio,"96,440"
72015,PR,Arroyo Municipio,"19,575"
72017,PR,Barceloneta Municipio,"24,816"
72019,PR,Barranquitas Municipio,"30,318"
72021,PR,Bayam¨®n Municipio,"208,116"
72023,PR,Cabo Rojo Municipio,"50,917"
72025,PR,Caguas Municipio,"142,893"
72027,PR,Camuy Municipio,"35,159"
72029,PR,Can¨®vanas Municipio,"47,648"
72031,PR,Carolina Municipio,"176,762"
72033,PR,Cata?o Municipio,"28,140"
72035,PR,Cayey Municipio,"48,119"
72037,PR,Ceiba Municipio,"13,631"
72039,PR,Ciales Municipio,"18,782"
72041,PR,Cidra Municipio,"43,480"
72043,PR,Coamo Municipio,"40,512"
72045,PR,Comer¨ªo Municipio,"20,778"
72047,PR,Corozal Municipio,"37,142"
72049,PR,Culebra Municipio,"1,818"
72051,PR,Dorado Municipio,"38,165"
72053,PR,Fajardo Municipio,"36,993"
72054,PR,Florida Municipio,"12,680"
72055,PR,Gu¨¢nica Municipio,"19,427"
72057,PR,Guayama Municipio,"45,362"
72059,PR,Guayanilla Municipio,"21,581"
72061,PR,Guaynabo Municipio,"97,924"
72063,PR,Gurabo Municipio,"45,369"
72065,PR,Hatillo Municipio,"41,953"
72067,PR,Hormigueros Municipio,"17,250"
72069,PR,Humacao Municipio,"58,466"
72071,PR,Isabela Municipio,"45,631"
72073,PR,Jayuya Municipio,"16,642"
72075,PR,Juana D¨ªaz Municipio,"50,747"
72077,PR,Juncos Municipio,"40,290"
72079,PR,Lajas Municipio,"25,753"
72081,PR,Lares Municipio,"30,753"
72083,PR,Las Mar¨ªas Municipio,"9,881"
72085,PR,Las Piedras Municipio,"38,675"
72087,PR,Lo¨ªza Municipio,"30,060"
72089,PR,Luquillo Municipio,"20,068"
72091,PR,Manat¨ª Municipio,"44,113"
72093,PR,Maricao Municipio,"6,276"
72095,PR,Maunabo Municipio,"12,225"
72097,PR,Mayag¨¹ez Municipio,"89,080"
72099,PR,Moca Municipio,"40,109"
72101,PR,Morovis Municipio,"32,610"
72103,PR,Naguabo Municipio,"26,720"
72105,PR,Naranjito Municipio,"30,402"
72107,PR,Orocovis Municipio,"23,423"
72109,PR,Patillas Municipio,"19,277"
72111,PR,Pe?uelas Municipio,"24,282"
72113,PR,Ponce Municipio,"166,327"
72115,PR,Quebradillas Municipio,"25,919"
72117,PR,Rinc¨®n Municipio,"15,200"
72119,PR,R¨ªo Grande Municipio,"54,304"
72121,PR,Sabana Grande Municipio,"25,265"
72123,PR,Salinas Municipio,"31,078"
72125,PR,San Germ¨¢n Municipio,"35,527"
72127,PR,San Juan Municipio,"395,326"
72129,PR,San Lorenzo Municipio,"41,058"
72131,PR,San Sebasti¨¢n Municipio,"42,430"
72133,PR,Santa Isabel Municipio,"23,274"
72135,PR,Toa Alta Municipio,"74,066"
72137,PR,Toa Baja Municipio,"89,609"
72139,PR,Trujillo Alto Municipio,"74,842"
72141,PR,Utuado Municipio,"33,149"
72143,PR,Vega Alta Municipio,"39,951"
72145,PR,Vega Baja Municipio,"59,662"
72147,PR,Vieques Municipio,"9,301"
72149,PR,Villalba Municipio,"26,073"
72151,PR,Yabucoa Municipio,"37,941"
72153,PR,Yauco Municipio,"42,043"
